,title,pages-count,date-published,bestsellers-rank,rating,rating-count,author,back-type,price-ILS,width,height,thickness,weight,Contemporary Fiction,Children's Fiction,Children's General Story Books,Adventure Books for Kids,Fantasy Books,Fantasy,Classic Books & Novels,Fantasy Books for Kids,Animal Stories,Sci Fi Books for Kids,Personal Development,Funny Books for Kids,Popular Psychology,Family,"Mind, Body, Spirit: Thought & Practice",Science Fiction,Activity Books,Picture Books,"Assertiveness, Motivation & Self-esteem",Classic Books for Children,Crime,Crime Fiction,Historical Fiction,Graphic Novels: Manga,Romance Books,Romance,Storybooks,Advice On Careers & Achieving Success,Memoirs,Thriller Books,Thrillers,Early Learning,Romance Books for Teenagers,Adventure Books,Biography: General,Funny Books & Stories,Psychology,Family & Relationships,Adult & Contemporary Romance,"Mind, Body & Spirit",Characters,Advice On Parenting,Health Books,Business & Management,"Graphic Novels, Anime & Manga",General Cookery,Baby Books,Popular Medicine & Health,Management: Leadership & Motivation,Family Issues,Traditional,"Mind, Body, Spirit: Meditation & Visualisation"
8435,Frog and Toad Collection,192.0,2004-06-01,13730,4.43,16032.0,Arnold Lobel,Paperback,64.39,153.0,232.0,22.0,399.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8436,Everyone's a Aliebn When Ur a Aliebn Too : A Book,304.0,2017-09-21,66601,4.08,30995.0,Jomny Sun,Hardback,63.51,145.0,215.0,25.0,270.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
8437,Skellig,208.0,2001-09-11,56783,3.81,24392.0,David Almond,Paperback,37.32,108.0,175.0,14.0,108.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
8439,A Darker Shade of Magic,416.0,2016-01-19,9725,4.06,260223.0,V E Schwab,Paperback,71.7,137.0,203.0,33.0,363.0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8440,The Peace of Wild Things : And Other Poems,144.0,2018-02-22,1446,4.43,472.0,Wendell Berry,Paperback,48.92,129.0,198.0,10.0,139.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
8441,"Asterix: Asterix Omnibus 9 : Asterix and The Great Divide, Asterix and The Black Gold, Asterix and Son",152.0,2015-05-26,6768,4.4,129.0,Albert Uderzo,Paperback,68.24,214.0,286.0,12.0,680.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8442,Pumpkinheads,224.0,2019-09-05,15994,4.06,61927.0,Rainbow Rowell,Paperback,62.79,153.0,215.0,19.0,533.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8445,"Sleep Smarter : 21 Essential Strategies to Sleep Your Way to a Better Body, Better Health, and Bigger Success",296.0,2016-09-06,2862,3.91,7271.0,Shawn Stevenson,Paperback,62.24,152.0,229.0,24.0,455.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
8446,8 Keys to Recovery from an Eating Disorder : Effective Strategies from Therapeutic Practice and Personal Experience,296.0,2012-03-02,15316,4.4,501.0,Carolyn Costin,Paperback,90.68,155.0,236.0,20.0,430.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8447,With the Fire on High : From the winner of the CILIP Carnegie Medal 2019,400.0,2019-09-19,4288,4.22,64690.0,Elizabeth Acevedo,Paperback,42.2,129.0,198.0,22.0,292.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8449,When Things Fall Apart : Heart Advice for Difficult Times (20th Anniversary Edition),176.0,2016-06-07,6200,4.25,45781.0,Pema Chodron,Paperback,63.57,135.0,209.0,13.0,227.0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
8450,"Cook As You Are : Recipes for Real Life, Hungry Cooks and Messy Kitchens",352.0,2021-10-07,2155,4.77,31.0,Ruby Tandoh,Paperback,86.72,152.0,234.0,46.0,800.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
8451,A Prayer for Owen Meany,640.0,2013-06-07,10043,4.23,298259.0,John Irving,Paperback,45.25,120.0,176.0,35.0,299.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8454,Kay's Anatomy : A Complete (and Completely Disgusting) Guide to the Human Body,416.0,2021-05-27,4870,4.34,645.0,Adam Kay,Paperback,52.04,129.0,198.0,25.0,335.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8455,The Suspect,432.0,2010-02-01,6349,3.88,13938.0,Michael Robotham,Paperback,45.31,137.0,197.0,30.0,294.0,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8456,Toto the Ninja Cat and the Great Snake Escape : Book 1,192.0,2017-09-21,44707,4.14,379.0,Dermot O'Leary,Paperback,38.96,135.0,197.0,15.0,212.0,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8457,The Secret of Childhood,240.0,1992-12-01,58865,4.19,1143.0,Maria Montessori,Paperback,43.56,106.0,174.0,15.0,136.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
8458,Break the Mould : How to Take Your Place in the World - WINNER OF THE AN POST IRISH BOOK AWARDS,224.0,2020-10-15,24422,4.69,119.0,Sinead Burke,Paperback,44.61,150.0,198.0,26.0,240.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8459,The Pursuit of Love : Now a major series on BBC and Prime Video directed by Emily Mortimer and starring Lily James and Andrew Scott,224.0,2015-11-26,59801,3.96,14439.0,Nancy Mitford,Paperback,49.29,129.0,198.0,14.0,159.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
8461,The Winner's Curse,368.0,2014-07-03,45427,3.95,108728.0,Marie Rutkoski,Paperback,52.3,129.0,198.0,27.0,307.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8462,Who Was Steve Jobs?,112.0,2012-03-29,10683,4.21,1808.0,Pam Pollack,Paperback,35.36,133.0,194.0,6.0,119.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8464,Mary Poppins - The Complete Collection,768.0,2010-09-30,8153,4.08,1676.0,P. L. Travers,Paperback,93.69,153.0,234.0,56.0,980.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8467,A Tale of Magic: A Tale of Sorcery,448.0,2021-09-30,3924,4.57,1063.0,Chris Colfer,Hardback,62.82,140.0,218.0,48.0,620.0,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8469,A Dog's Purpose,336.0,2018-11-20,41419,4.33,122371.0,W. Bruce Cameron,Paperback,44.1,130.0,197.0,21.0,226.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8470,"Hope In The Dark : Untold Histories, Wild Possibilities",176.0,2016-09-23,11106,4.02,8064.0,Rebecca Solnit,Paperback,48.4,129.0,198.0,10.0,134.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8471,The Collector,496.0,2015-05-21,10077,3.96,31049.0,Nora Roberts,Paperback,48.04,128.0,198.0,41.0,344.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
8472,Finnegans Wake,656.0,2012-01-07,32191,3.67,11972.0,James Joyce,Paperback,35.35,129.0,198.0,33.0,403.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
